url,status,reason
https://thepaymentsassociation.org/event/innovation-vs-risk-closing-the-trust-gap-in-instant-payments,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/its-time-to-change-the-status-quo-in-cross-border-payments,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/merchant-transact-2026-25th-and-26th-march,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/pathecity-february-2026,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/pay360-2026-25th-and-26th-march,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/pay360-awards-wednesday-1st-october-2025,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/pay360-mt360-2026,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/preparing-for-the-future-the-next-chapter-of-safeguarding,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/rewiring-the-cross-border-payments-paradigm-risk-and-security-in-correspondent-banking,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/the-pay360-awards-wednesday-7th-october-2026,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/the-payments-association-payments-101-online-training-course-january-2026,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/the-payments-association-regulations-101-online-training-course-february-2026,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/the-payments-association-regulations-101-online-training-course-may-2025,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/tpa-community-consultation-response-to-fcas-cp25-42-a-prudential-regime-for-cryptoasset-firms,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/why-do-banks-need-to-embrace-the-digital-wallet-revolution,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/workshop-frc-safeguarding-audit-industry-consultation-on-interim-guidance,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/filter_categories/consumer-and-commercial-payments,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/filter_categories/cross-border-payments,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/filter_categories/crypto-and-digital-currencies,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/filter_categories/diversity-sustainability,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/filter_categories/esg,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/filter_categories/financial-crime,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/filter_categories/future-of-payments,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/filter_categories/inclusion,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/filter_categories/inclusion-diversity-and-sustainability,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/filter_categories/international-markets,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/filter_categories/merchant-acquiring,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/filter_categories/open-banking,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/filter_categories/regulation-and-compliance,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/filter_categories/strategic-payments-platforms-and-infrastructure,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/filter_categories/talent-and-workplace,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org,KEEP,Core site page
https://thepaymentsassociation.org/about,KEEP,Core site page
